tax_income_tax_year,tax_income_state_ut_code,tax_income_district_lgd_code,tax_income_pan_hash,tax_income_aadhaar_pan_linked_flag,tax_income_return_count,tax_income_total_income_inr,tax_income_taxable_income_inr,tax_income_total_tax_liability_inr,tax_income_effective_tax_rate_pct,tax_income_tds_withheld_inr,tax_income_self_assessment_paid_inr,tax_income_refund_amount_total_inr,tax_income_capital_gains_net_inr,tax_income_house_property_income_inr,tax_income_business_profession_income_inr,tax_income_tax_regime_code,tax_income_audit_selection_rate_pct,tax_income_processing_time_days_median,tax_income_data_extract_date
2025,UK,261014,66630730c354aa5eae89ae6b54a95697fb7e90ce0badbdb41446b382b95be38f,1,112116,3727925,3304845,522816,15.82,408299,20918,0,9758,171913,1093722,OLD,0.21,71,2025-04-21
2024,MP,132597,c43dcca58d97e63283406d8763d0051e88a8933d91ef820c51c88e12edf9fab5,1,40088,1066667,981211,280540,28.59,159466,44136,0,81867,255223,101253,NEW,1.51,27,2025-12-25
2025,GJ,075276,89101a224a359611c725a050eab7c975703e4e95625e410d5bf0d9ed374ef5a1,1,53894,1819702,1558441,417489,26.79,217216,123620,0,452681,38148,76462,OLD,4.82,14,2025-03-01
2024,MZ,171352,6750056c4c1d79b1d528ee7bdc297e28a074446857b5473c69dfb398b83b878a,1,76180,2261749,2188752,341178,15.59,200459,28268,0,449559,90233,95203,OLD,4.02,53,2024-11-16
2020,AS,034758,df209d7cd0b0b68c2bf29a01203bc1a41bd273376fc5a4591541ead12046dd71,1,195786,3580760,2383904,508717,21.34,493422,779,0,678257,351885,1370380,OLD,1.42,108,2024-10-30
2020,GJ,071169,8e2c7be4bea8236e4ae42b15ba4e045b2c81bd3af3a230f7ddde0c809fcbd93f,1,141411,5415040,3535231,727930,20.59,656524,62274,0,965069,209424,931468,OLD,4.71,69,2025-02-15
2019,ML,167872,7114f835a2587614c71cec22ee7984e35d780bb3f2aec5eda6707ced059263bd,1,7286,1572091,1061559,31846,3.0,26415,1299,0,20138,229176,665235,NEW,1.97,106,2024-06-22
2025,AN,291033,155e902a6ce8efe047a65e821604476beed5d237d8b126917bfd2bd80b77b7fb,0,7332,3923726,3290005,448063,13.62,356754,85498,0,282704,235473,877085,OLD,3.65,43,2026-01-24
2022,AN,290925,7082facf625f4568b348df0e035db546c53c01ff7732dbf97c1ae7379d20e18e,1,70188,3041451,1976920,278275,14.08,197948,3786,0,607114,330896,946431,OLD,5.61,75,2025-12-26
2021,JH,106377,bef3e0bee78f2b042a79bb63c94f559ae63c927ddbb0fcbf57d73fd97a354f13,0,42602,4801272,2823241,810714,28.72,899288,0,88574,1074947,433783,1786689,NEW,1.51,104,2024-10-28
2025,ML,162205,1b7956560e7179646fef8e983bb66edcf41e6fb872d33c677155fe23000e459d,1,82000,2107541,2045201,579384,28.33,663952,0,84568,184439,107995,829359,NEW,0.43,49,2025-07-31
2022,GA,063514,d78a841ddd4424f823e69944d42c99ae5805fb70acb665ac67b4a3b7983888be,0,199181,2628282,1801115,54033,3.0,54657,0,624,170454,82066,192251,NEW,3.99,118,2025-08-31
2025,WB,283142,882fd4aad284722f1fb1d7f354ecef99c2a7dbb8adea7e42d2dab610eade2a2d,1,39947,3792365,2448463,662196,27.05,417567,162735,0,223650,400654,369767,OLD,4.4,106,2025-04-27
2025,HP,092166,89430165b54285bc2bc39402c2699810429c1308e705990aef4ed76e91746e0c,1,119795,2741616,1930816,377934,19.57,427477,0,49543,375645,153181,185172,NEW,1.94,72,2024-03-28
2018,AN,297617,22a10fe6c2719ae771532ab4287ec45bfd46ca5fd0dd827bd804ec13bf71dc38,1,97042,4589030,2836584,85097,3.0,89803,0,4706,334410,409867,920090,NEW,2.86,60,2024-03-08
2020,DH,316918,78baa09b2c6940635209de75eb6e1378f4af3ea8dfe359f2ea76394aa56c9760,1,132335,231152,130688,15960,12.21,7967,7013,0,1233,382552,16126,OLD,3.06,22,2025-07-17
2023,TR,252387,f716f6828b41d27f94783c56fa412354705ec753d8df01bd8cb2a15f2df38841,0,109797,2188768,1491240,423793,28.42,285357,131848,0,213815,300287,641066,OLD,4.91,25,2024-03-28
2024,KL,126868,55ffa14b8d03e4ba22bc4cb350c1342e37878009bf6b2537cc6b6489d5b62067,1,103693,1170441,813785,93288,11.46,61764,5362,0,162028,290514,191100,OLD,4.19,106,2025-10-07
2019,LD,357134,bf8fc8a6e16019ffc2e5da1d4fbd037c33ed136bfc571148faa077d322fd31cd,1,55931,991891,891449,192965,21.65,189884,2107,0,157274,417263,430314,OLD,1.71,43,2024-12-06
2020,TR,255391,b6bac758bb18e71511895c5684d8657f682b27124c669f614d82d606317972c9,1,193212,461914,340580,61649,18.1,50497,1725,0,39603,36021,169736,OLD,1.71,111,2025-09-24
2022,TS,245783,f2dcc6f0422b6c206c7072cb17fd2caee2c7436730a4f06857880ba2acaa69de,1,54219,2231082,1933909,365035,18.88,223951,4938,0,175079,138493,727167,OLD,2.02,45,2024-04-08
2024,DH,319349,c3c03669c5bf6f23cb5df0729dc1df11656b089d964807e3de05638833ee0fbc,1,29715,1422873,1232715,189660,15.39,110882,11779,0,100980,191134,440977,NEW,0.96,32,2024-11-05
2018,DL,324538,5c44340e54b81b18c445466b23b75f06dca0eb5f98c206e3a9a22a2adc6dd585,0,20103,4585206,4077470,629355,15.43,482088,93463,0,714518,-9156,81719,NEW,0.89,70,2024-04-27
2022,AS,033854,3b4ca65b8cd3078e7b5d6d2a68283743f476758384cb7ab1bbb8cfd697392982,1,14407,3087032,2917118,842599,28.88,785947,41154,0,218890,174948,116253,NEW,4.92,38,2025-01-19
2020,DL,325390,ba2a115258ddfb32995d2c55260340e54efafb74cd2dbf3cb38287774a4f5491,0,71260,4754428,3634339,481263,13.24,388369,47100,0,1089777,253865,924498,NEW,5.01,49,2024-03-04
2019,WB,288358,f8f2d663ac3bf7191b8628229f927d1b6747420735103ab46c0df842ff6437ff,1,163417,5329546,3169480,194136,6.13,118195,72270,0,375316,166851,2193721,OLD,1.63,57,2024-08-04
2022,HR,087095,043ff09d4a69b0dfe8b6ebd15193be8f1a257776f5028a3f711df17e5a867a6d,1,31766,4745473,2688903,361156,13.43,323591,28706,0,938341,252418,200793,NEW,5.12,98,2024-08-19
2021,KL,120751,0f6d94aec4fe9820b23b897df6c4329a630e665376f86f7eb5bb1a714c70b5c1,1,1815,2612365,1646759,386217,23.45,463124,0,76907,208813,-62141,493900,OLD,3.47,100,2025-02-04
2023,WB,284592,57df3a11acb2eea720f68ca9a482a9f348a9cf913971d6941972f63e240f72da,0,106460,5851248,5304513,806697,15.21,436693,76937,0,928506,160053,2090426,NEW,4.3,76,2024-01-09
2020,HR,087398,e235c9ab7e678c4792ba233fe0108c2c66b0546f5b5cd2f8fc2334d22b219582,1,112750,2403512,1915527,448752,23.43,369197,47421,0,420023,409693,345881,NEW,5.29,113,2024-09-03
2024,MZ,172239,ae98ddf63f956a4fc3c7e28f59ebccfed1f0275f108113d5b08a4e373b364b3e,1,113108,4974979,3035985,232953,7.67,163189,23252,0,216875,28552,2080646,NEW,1.92,32,2025-07-30
2018,TR,259884,9a5d7af0ff9b1b7839a37e87b248614be8901ac81aea9df7c4acc41ec9f0c209,1,1281,1160001,704159,131314,18.65,75470,49,0,110190,139765,487913,NEW,4.01,79,2024-11-17
2024,TS,248081,030b0e8e78b5541ba9febc923428eb6a7592f4f7b3f6d0de3805b131a2de6ed1,1,41419,5816152,5428483,1501432,27.66,1652166,0,150734,185509,235875,149116,NEW,1.92,50,2025-04-16
2018,JK,338465,9cb7c64a8c8ba47babdb2ab5795396b1bd6bdf45dcc46e49aed8842488771429,1,70300,1923939,1488384,252096,16.94,293998,0,41902,245617,236569,533664,NEW,5.43,52,2025-11-07
2023,CG,050817,bb158f9dad96d6f46d9d91f1f7c1c6a236675158864fb1d698f4c1749ea38edd,0,148199,3816735,2381322,485270,20.38,330059,81270,0,867754,-16956,250024,OLD,1.87,87,2025-02-03
2020,KA,115796,b9473a928f0b84a0af07fbbc6048eacbe079f86c85cf6abe86ef6f008264d217,1,130526,2220474,2077478,451266,21.72,305882,94982,0,330981,-55595,440663,OLD,3.79,42,2025-11-22
2021,PY,365277,bd4095268b001cbef2d1236863116be845d10550d897d914c459ab34018d5623,0,163097,1491687,1282720,303616,23.67,143734,122012,0,261664,309380,602659,NEW,1.23,31,2026-02-15
2018,RJ,216267,024c56671bdab6c6e14568af6e65c1646f9e353e318ff0fcbdc68d362e125849,1,109917,2077019,1569064,175880,11.21,157272,18026,0,146977,183896,68573,NEW,2.28,58,2025-02-19
2023,HP,098502,6bc97e3b672cb1e2d05ff8a923329fc8a4f50279a162e545399820f11485fffa,1,81295,3707948,2780879,557819,20.06,234973,270824,0,434039,396882,1564057,OLD,2.17,13,2025-01-14
2019,KA,113532,678621e929118b8fdbd4b9a9ad41b7c04430f01b31cdb38b4399fb219e06f665,0,112412,803868,674638,89844,13.32,71602,6493,0,148872,444386,359736,NEW,4.53,68,2024-09-06
2023,MP,135339,8c787ab4e2a718d120390a637a79a50a55af226304d0c266d28727f5a901f09f,0,77589,1307329,909211,113748,12.51,59405,29056,0,42913,-25026,394304,NEW,1.79,86,2025-11-15
2023,PB,206794,aa3893404bd06393ed807714852a8e7a1af9b1e35e37227a36da8da0ebcd6622,1,32311,5531314,5420474,824261,15.21,773036,11060,0,168301,85746,886792,NEW,2.03,20,2025-09-07
2024,KA,117531,ed054c37b6367f3861169d8975254b494d5910c30ee3da6a13c06c58f31c3edb,1,115589,649158,576035,75172,13.05,85931,0,10759,36423,347554,73326,NEW,0.16,50,2024-05-29
2023,TN,237703,b6c393f3f9bafdb0c4b2442244fcb2c6dbeef66afb6e0b47f3702d45f3e7f15b,1,59651,4375943,3612834,108385,3.0,51052,30698,0,259055,47781,851879,OLD,1.96,35,2025-05-27
2020,MZ,173369,469608fd0740124ce2e3297689c0f80580c510af7b891d3199ff7e0c4dbd1454,1,53616,1912748,1617428,384039,23.74,392561,0,8522,460206,-6871,154783,NEW,1.71,17,2024-07-27
2023,SK,229982,ac9c8fa6321fef7ca08f6fee8f75dc10e473ac210eba3322d70be85b06695b1f,1,142295,2018067,1974307,369172,18.7,392966,0,23794,80020,-31014,18213,NEW,3.31,18,2026-02-18
2024,GA,060096,7c8049654321bb4c5a0461b444a884ed71af097994bcb2edf8bf43d2d5309e48,1,14150,2272237,1260264,55483,4.4,30014,12426,0,59734,165241,64150,OLD,2.47,59,2024-09-15
2020,TN,234924,d06b8b05c13c16731ab8332fbf965f97bd111414cf12f29dcf4d787eb1e4bb26,1,5636,2388707,1337233,111817,8.36,127260,0,15443,82220,97707,713278,OLD,5.88,67,2024-03-07
2018,LA,346087,a1499d7188c6071eeb9f5d9898b1b38649ee63cab4416a07bef1feb2e5eb9e06,1,71867,4296994,3813848,745725,19.55,668717,5753,0,217976,409670,40133,NEW,3.32,68,2026-02-18
2025,CG,050613,93bf7be73f2b37cafb72a2d927b105f9cfd110ff98af913e13c53bc336e47e72,1,119461,4856740,3108500,515281,16.58,426626,29741,0,447693,430013,658854,OLD,0.53,10,2025-04-23
2019,KL,124511,b1faa49540261ffa2d4b282215c39c1ca118710c44516c4273ae3f85761f31a7,0,168123,2273998,1920667,444624,23.15,416670,26328,0,112081,-72855,692148,NEW,4.88,6,2025-12-15
2022,TR,255958,76b14331b2f7167a5366b2e77229c69ae3a0ca6bcc0da0103e140dc1b45dcb01,1,103896,1153287,883921,138381,15.66,87247,23582,0,25314,394826,90706,OLD,0.41,17,2025-12-02
2019,TN,236076,83163b7ad865aafbc41779bdf50444c7a0459360abe699673a4fbbc3bf19a48d,1,52473,168418,115707,31273,27.03,13144,5652,0,5752,-68833,25182,OLD,5.04,95,2024-12-19
2019,TR,251190,47c5a1fa00e140968ce71208fad3fed72790d59fd3da748954c4f3db75b7f079,0,69447,4388811,2850428,85512,3.0,64445,12742,0,866425,289772,62096,NEW,2.49,78,2024-12-13
2024,RJ,212775,9d92b9d3320d64ade8f8ca0948af1197430b30cd3f38738d27d44febb5159ad0,1,76322,5514106,4874473,956470,19.62,951378,3383,0,716937,426472,278959,OLD,0.46,60,2025-10-26
2019,TR,252447,80c9b724ff60ff7aaac61616fec23cbaca4b407ec3be994b259ea541ee956f99,0,67620,350328,218437,25971,11.89,29475,0,3504,65325,77041,35616,NEW,5.87,6,2024-10-25
2023,SK,226399,64fcab5b5f8e2dce241f1b5251c960cda679a1bff36959671fc954b3a16ff9b3,1,134076,3598014,2224472,218420,9.82,162522,14499,0,158941,-29456,204293,OLD,3.02,5,2024-07-02
2023,AS,033287,cf32a9c2428c32bbea04afbd299d97f6a3f659476a5a37f4f955b4dc673a5ad0,1,159990,1426994,1056019,318881,30.2,194810,38334,0,108869,-82404,303132,NEW,5.14,48,2025-03-21
2018,WB,285714,a0f78e7503a30914f5fbf59f6865fa54770996e02915eed96fd1371bd0954028,1,142053,1382934,831543,229853,27.64,116084,27965,0,339615,74967,79001,OLD,2.58,103,2025-04-11
2019,MZ,177310,d7a31011af8cfd89414fef2eacf639acf5de946fc2141372085b99232965d42e,1,77017,4996218,4126127,242571,5.88,278567,0,35996,107004,422897,686140,NEW,2.82,15,2025-10-08
2024,AR,027972,a13037a2fd95254d7fa2e9548ffaf20ec0fb053141886f0a65e91358f4fe2f35,1,58216,1625882,1587750,47632,3.0,27853,6620,0,178306,141626,529396,NEW,2.24,71,2024-05-07
2022,MN,151838,ca7e06840a474ec03bc3bd5c061e169baa95f94d0c74a61d3998b92ebce5e6cc,1,16892,1927243,1679790,466177,27.75,526247,0,60070,142505,118210,567059,OLD,2.28,69,2025-01-17
2018,ML,169035,12c47de1d18a4f8971ae2933e5ab39827c5470edc94c382cb82fb79935be2da1,0,159786,876220,709204,38421,5.42,21016,10424,0,1606,-116184,151016,OLD,4.78,115,2025-03-28
2025,BR,041657,056b0ae22789492405518b76f0fac12b0b3b100fe3e5eba36647c87717abcf3f,1,192445,5438578,3914114,1162648,29.7,481924,292162,0,751138,259887,2278707,NEW,0.28,37,2026-01-25
2020,PY,360218,90f9249026680cf9f97ca5c9766dfa387ef4e51cbd08cfded77d0538be42e541,1,11907,5453298,5316068,471760,8.87,273326,39687,0,749835,-12795,1931831,NEW,2.99,35,2024-06-23
2018,HP,090449,6f1ae1597b8a3bfca474707025f23bb67f39c419f93fcb03025dbd9f1faa272a,0,26943,5492243,5098864,671669,13.17,533460,58136,0,440011,272751,1500642,OLD,1.67,73,2025-05-03
2025,KL,122010,d2148e8368370104e4c42bcb405f8b1e851411849e84feb2862aa70291f139e6,0,43692,1496720,1351319,40539,3.0,27524,2348,0,176709,352191,294180,NEW,3.38,51,2025-04-05
2018,ML,168732,0caa37eb38e2fa20ba104102d38a7a2e53ddafebf5c6763d43c4903fac87ba04,0,159693,1248052,809864,139304,17.2,156880,0,17576,122292,321390,33717,NEW,1.37,23,2026-01-20
2022,CH,302078,d4be4a04c9d4a01a3f61cdb15048b2d296fb5ee0c174500dd3c8ae9335033970,1,44051,5652785,3409419,205913,6.04,172157,5865,0,656013,175746,1050195,NEW,2.16,80,2024-12-03
2025,UP,276935,e71d789d22f050f570448daf93e53bc30a3e17612e1cce71dcb7ce3a19aaff22,0,3774,3735816,2340543,322864,13.79,159564,140222,0,792038,250516,916656,OLD,3.25,115,2024-05-22
2022,WB,284184,1d664da901cf6d71663e7f74ba8fa8a90991592033dd17937e3ee373118af74e,1,67840,1696221,1121602,329986,29.42,297075,20259,0,302764,104521,756443,NEW,4.48,109,2025-03-15
2022,HP,090399,ba0eb74245dc6e53cea39e7fde31e23519c870c1b7093a018263b01c397f0fed,1,73515,423267,247666,20017,8.08,14235,4688,0,29654,284118,181252,NEW,5.68,14,2025-11-04
2021,DH,314441,0f010be2a37f9f1c4093b858356a37387aa2aa9e7217c96ff479010c9452bd99,1,79653,4825619,4497581,913791,20.32,861844,46158,0,288983,268722,243670,NEW,1.53,95,2024-05-06
2019,CH,300282,f35baddf6787d25dc1b33a3812d7dc0809c8c8f48009fa2a77c9c02e9de3ccd3,0,103520,4842920,3049279,197095,6.46,202799,0,5704,878042,-12726,2134128,OLD,2.95,84,2025-07-17
2022,MZ,174761,e7087f403b9a5e6ed1f008c9333c229ff586299f170f625f8fdf54d580a0412a,1,49137,211145,136704,26677,19.51,31704,0,5027,11851,65118,71700,NEW,2.16,78,2025-02-02
2025,PB,205586,aa48c6b830492f4b146b4ee86acee0b10db098cca3792506229d676e02040acf,1,6926,2947893,2747165,254193,9.25,218940,9412,0,668866,321998,904623,NEW,3.68,57,2025-09-18
2018,AR,025213,58491431b898bf8e8e18ec40eded533f9d20f1c2ce29864eb95417ca54894312,1,22353,2977150,2864022,624644,21.81,433128,126401,0,619854,129966,1210516,NEW,2.26,96,2024-09-05
2025,WB,282825,f51b4a07855981316e75a88bf409cd691741c775c01eb0c098a95ad47661b77e,1,147083,2864799,1848843,455923,24.66,340519,558,0,180854,14340,419048,NEW,0.67,69,2025-11-02
2021,LD,357665,828473daeeffba173fd6c987b5ecb8d72f7743f762022a3ed8a100f25acb4d64,1,132287,2309905,1562648,440379,28.18,317996,46195,0,462847,446424,415058,OLD,3.72,14,2024-04-23
2022,NL,185967,78a2dd532b39412794c0bd46ed7f32e94def68d7014854945013e353b16e70d2,0,52855,2070871,1851450,544234,29.4,413851,111863,0,99064,374745,811628,OLD,0.31,18,2025-02-20
2019,PB,202547,3df6512d3bf3931a0ada6ef745320b4c4fbebc3886d2d8df2b0072dbb45250fb,1,188215,2107326,2038234,157385,7.72,66738,52623,0,13097,321343,98614,OLD,0.35,87,2025-01-28
2022,NL,184346,17eebf7f3302eae37903a0c19401ba7bf91422134bcf30cadb7eb97900dd5684,1,108692,5533852,4589559,189447,4.13,113263,19855,0,1329674,120445,1765973,OLD,5.32,50,2024-08-08
2019,AS,031085,ee3ebf80149fded34f999aa00c9dfbbcdf5db7da6f6860261529317e3a646e66,1,159593,5954114,4407898,132236,3.0,157388,0,25152,1133292,195764,2169798,NEW,5.23,70,2024-04-18
2020,TN,239233,f7aef8d9f88d8e4051023e72272c8a1e098009723d7528469baf0a3a9180c9f4,1,158673,804166,675555,155725,23.05,177902,0,22177,98314,419033,320281,NEW,3.42,97,2026-01-12
2023,UK,267530,8da937558a2dad189c21eeea4ab4be04ed0a733e30cca6093dd203b76ee9b733,1,60728,4367070,3867136,231276,5.98,101444,114631,0,920588,180244,430714,OLD,0.21,35,2024-12-02
2018,LA,342878,deb8fff5f6b76b70cc695017ab74a3c31fdfb087e5ef6560b6f54d8a0b91aa9b,1,118631,3504794,2097416,537050,25.61,635687,0,98637,66434,350310,1071278,OLD,2.12,107,2025-12-31
2021,LA,346749,33a34cd5f2bfceeffb8fe9288a0b5d0bb9dcb04787d19bcd07527620ccdcb75c,1,119022,1646300,1213616,374693,30.87,387268,0,12575,304434,361235,63502,NEW,2.14,30,2024-09-11
2022,NL,186791,64598f855adb44359805f6623c5fcd9417068314bcd569f17d758fba1f220126,1,91667,1237854,1137142,53842,4.73,21655,2024,0,295947,338604,479585,OLD,4.35,55,2025-05-20
2019,LD,356096,0b8d84bbd19b6842e16c09836b85be973d86033a244f68e8b32a362dffaecbf8,1,127430,4551784,3884185,352162,9.07,398214,0,46052,931511,222494,986871,NEW,4.89,36,2025-03-03
2020,PB,200540,c2f5467144d327e45d3fbeb28f5a435a56cdec52358b3dce9384b2d50d8856a3,1,67886,2283047,1406637,235894,16.77,275593,0,39699,246383,76689,641249,NEW,2.19,84,2024-11-13
2020,TS,248785,f1597383fa736cc53ae3f64524b151e540d9209425227c6d476ee55d3c22c647,1,20520,907977,794245,109427,13.78,98813,10335,0,78610,73388,347863,NEW,2.59,17,2025-01-15
2023,SK,229558,250019d84a6f329f5efd9d7b9795639e7ea444db435dcb46637f654c9470bece,1,9975,5819503,4870922,663913,13.63,684270,0,20357,1298354,342388,1325163,NEW,1.43,42,2024-07-19
2025,PY,369741,433f663ac29a58f69d854e54f6221483069ee92b9dff08c663a7271ad64b6e3f,0,89929,5566681,3695157,256716,6.95,170979,30308,0,405681,118141,1274192,NEW,4.39,34,2024-04-15
2024,UP,279807,9793f292bb0fbba1f6924250e6d968cfd7015412a279c72c81d1fb02419a8c32,0,182691,2599194,1814032,516180,28.45,442808,47695,0,609152,20947,543479,NEW,2.16,87,2025-06-10
2019,CG,059288,92d693de1c397fe6a30bb1eda9df0a4e76cbfeea38c1c59c14fc31c55c9acfc4,1,43655,2644359,1811901,395191,21.81,389357,2893,0,211449,-15468,714801,OLD,4.26,11,2024-08-07
2018,AS,037390,0c6bf0a2957d1a8a99db64f324729901ffaa822bedb5eca007c706e6e948225a,1,118794,2609830,2550056,125559,4.92,106600,7394,0,81566,230884,842441,NEW,4.27,78,2025-02-21
2018,MN,150568,e26e7e514302c0c64e3aaaa18d65cf48776d90b040a9bf88af9d894689388976,1,33655,1265378,795923,23877,3.0,15369,5446,0,74622,426926,458478,OLD,1.02,81,2025-03-14
2022,OD,194652,d7fd5b0c96a11f495838c33d643689eaaf0a0b1e6ca36223d1a57462496b1ef0,1,126675,767385,695748,169803,24.41,156110,4793,0,99660,95804,10291,NEW,5.32,88,2026-02-23
2019,TR,252451,2288f16b52358fccaf9f36b5ac8dea5db933a10ec3a9904d8e205e102a58aa5a,1,37629,1745999,1358689,40760,3.0,43643,0,2883,57227,251757,273484,OLD,4.96,62,2025-10-18
2019,NL,182199,4b81ff5403ae33212eac3d0c413312891d475ed42cae26cd568b707bf38fdb6a,1,88661,2413334,2241080,631386,28.17,674829,0,43443,229240,56024,469725,NEW,3.54,78,2024-05-25
2024,OD,198306,f8fc1d400e5198d6e54bba368560663f0a1ab29578d28c38c0f05d67f264e355,0,161847,1057620,1028218,174197,16.94,88097,44310,0,239512,107185,46971,NEW,0.61,17,2024-02-16
2024,LA,348125,c53e7cc7eab991e68c54fa5773c3ba97d78d6c6b2315b5ed7e13aa091bf9d52a,1,75169,357627,344489,102529,29.76,77546,17155,0,8394,112700,120960,NEW,1.09,67,2026-01-31
2024,MP,135220,99c9e9dd3c6e3baae330c88d790c459a53037c0e55b81d11a8d2fe2ff6386777,1,186900,5593764,5131320,1267405,24.7,546240,414795,0,859403,85136,1316179,OLD,0.64,84,2024-03-12
2020,NL,187363,fd5fcac717edcc0a1010383d6af9372c3bcdfe54efe3a32fd2be4d43057cc5bc,1,10284,5284046,3845919,1100663,28.62,997435,63401,0,533377,363040,4476,NEW,2.84,31,2025-07-16
2022,RJ,211293,f67355220bbf2f328329bda277eb0964309dd60adcabb2e66104e0b6d5b7c1e2,1,17696,1939477,1292946,307749,23.8,182719,27374,0,313930,396985,551039,NEW,1.67,23,2025-09-19
2022,MZ,172219,d9cbe0c8b94c020d4f22dfde3ca89bc18a02a352efc76acf12901d500be25cdd,1,34629,3744778,2574100,474966,18.45,543495,0,68529,458368,33374,571302,OLD,5.0,37,2025-11-12
2019,LD,358604,0cf4f6820a62c8c944cbb656efd699819850042b83cb2bc19f4cda6a47260c28,1,49519,985677,818949,45352,5.54,40572,2140,0,216036,85379,322399,OLD,2.67,60,2024-09-24
2022,LD,354512,87f5ecb6e54140dc1a7f5ac1240b59b0280ea248a5f24125fa1ac6d1269d2398,1,85684,5571541,3883364,904229,23.28,651491,232543,0,560633,-108613,450530,OLD,2.77,8,2024-10-01
2022,OD,195466,1deb74b4ae87e80343328e83838f0eb2d6ff02d16962fbf63ffa36df91445056,0,182861,4905469,3615341,685245,18.95,675083,8199,0,623520,311127,2669,OLD,5.54,110,2024-07-21
2021,MZ,174627,8724cf64f4e8ac0de9b14c59aca6ea433ea6b5e33a9e42525d16c651d5ff70cb,1,49099,1179502,689167,100267,14.55,56742,31341,0,38374,283486,46084,NEW,3.51,79,2024-05-12
2024,SK,222021,ef81e48393b5ec5a5fcb8fc488afc51bf14399c7e084d5c9c3050a64ccfac977,1,72032,1397565,1232002,220219,17.87,104195,53384,0,171308,356193,276969,OLD,2.39,92,2024-06-29
2023,GJ,078264,d79d7fc053f8593779006b2e3865e5d21f01949b74701dec7fc42f45a02ac7bf,1,9843,2096830,1253761,93182,7.43,43786,1118,0,60142,199082,705802,OLD,5.9,102,2024-06-08
2022,ML,167583,f58dc9ee993ecbe993a0b625881880c3bcd95b2fb97057dd8206d5541b1203ce,1,143195,700779,486986,63024,12.94,54594,2657,0,102161,398586,190444,NEW,2.83,71,2026-02-02
2023,HR,086838,7aaa91a12ff470314d33c810303b9fb044461f000329a09e346b5aafcab17b64,1,109656,2179275,1751889,69625,3.97,77359,0,7734,232852,-39584,14677,NEW,3.52,93,2025-01-17
2024,GA,063531,a1089e7d5c7a05000916d75b996b48feec28e01caf1edaf1e092ffda5e5a6353,1,9967,4060110,3160410,414412,13.11,239615,57797,0,795143,92639,1080897,NEW,2.35,71,2025-02-05
2022,BR,046431,7c19271706ec6c726f79e1706b231c7e01e69f24e482b23abf6ca1751daa355c,1,93358,4398160,4108084,613823,14.94,618757,0,4934,460132,135321,954304,OLD,4.05,93,2025-05-07
2020,SK,229532,6b5d4a6f4ec78bb29f778f235844e55c6762f3544c759aca6f7147a8d41681e7,0,44476,193323,161083,44215,27.45,19016,13047,0,30477,316236,69295,NEW,4.68,10,2024-05-06
2024,AP,016498,fdd3a19c5c8da3c7858adfc995b11d40f81352e16c03654d91be055917d7895c,1,84853,2208980,1964422,331393,16.87,226232,16245,0,32578,5004,255136,NEW,3.81,99,2026-02-16
2023,TS,244942,3c92e06181363f890ed6439f6c887fe000f4aa1fef9017935056d77c39f59838,1,57558,5019660,3415787,993440,29.08,916918,23432,0,891012,66322,1623955,OLD,1.57,52,2024-11-15
2025,ML,162704,b9fbc89e9003220b27f13f259c795595b17841da67abe52fe3502d6be8cd4dd2,1,157061,5243039,3181846,985524,30.97,1045641,0,60117,1254965,-66356,1490593,NEW,5.66,58,2025-02-03
2019,MH,145228,c3f6eca74e1f344499ab4ada98098682cce00a08943bd671bf304b00a7cef3c5,1,12434,3441850,2993142,89794,3.0,103671,0,13877,385296,418090,964908,NEW,3.12,38,2024-07-24
2021,WB,283717,a334df9c823480bb7bad62af878ce8db971856db95b9bd00757e52a670f23c35,1,120306,4451766,2742461,524045,19.11,474814,5539,0,10961,138343,812447,NEW,4.97,49,2024-08-23
2025,PB,206112,d0b879d3aaca65d88b53d58d3394775595c40b6cfc68f6b685755bc069abc502,1,158837,1593887,1448351,138686,9.58,106807,6697,0,240536,-113639,9215,NEW,0.15,58,2024-05-12
2022,UP,270456,9856ba68177171f42278ba9674a7f25ae59a1c2b72544ada692e11ab8722a5c4,1,1281,5229680,4996946,1361289,27.24,610550,444291,0,189807,14102,441589,NEW,3.15,46,2025-01-31
2025,UK,261901,b2b08f6deca4e43afc9549eee13ac8f0fe0c8b3b65179b3737a0c2f5094a0149,1,180983,2920523,1961595,310137,15.81,192445,109829,0,341678,205008,1109542,OLD,5.62,114,2026-02-09
2018,AR,027869,c56a0712537532d4480796c8a576b60b0ca50e141a31c4a5daa3c13cc30781f6,1,152620,4196434,3681246,110437,3.0,125731,0,15294,34049,160030,1164845,NEW,4.16,62,2024-01-16
2018,HR,083807,c4f9d3cd4086a2e7d7e78083bb7d83cfb679533e856c2d563aa5b245515f19c1,1,56581,1685127,1243717,85570,6.88,74130,8234,0,186548,170672,438408,NEW,0.77,95,2024-12-16
2024,RJ,214329,a5a642870936c7bc9003933ad01bd0ba648607d88639434c6b9aecb6dd665604,0,97034,1161473,788139,169957,21.56,114575,10488,0,253922,-84439,274759,NEW,4.29,114,2024-11-03
2020,PY,365438,bb27235d9281ab76520d6bdba6739e8f908f7df4eae38f6197fca08dd5c9f549,1,136505,3267214,2402681,72080,3.0,43179,18367,0,110584,380244,113108,NEW,0.19,74,2025-06-28
